category,sub-category-1,sub-category-2,slogan
anti-alcohol-slogans,drunk-driving-slogans,,"Drunk Driving Slogans are used to bring awareness to the seriousness and dangers of driving drunk. According to the National Council of Alcohol and Drug Dependency approximately 100,000 Americans are killed each year in alcohol-related crashes! It’s important to be sure not drink when you have to drive; or find a designated driver. This decision can save your life and the life of others. Vote for your favorite drunk driving slogans below."
anti-alcohol-slogans,drunk-driving-slogans,,A designated driver helps you party another day.
anti-alcohol-slogans,drunk-driving-slogans,,The designated driver … a friend for life!
anti-alcohol-slogans,drunk-driving-slogans,,Buzzed driving is drunk driving
anti-alcohol-slogans,drunk-driving-slogans,,Better to arrive sober and late than never.
anti-alcohol-slogans,drunk-driving-slogans,,"Once attention lost, Accident comes across"
anti-alcohol-slogans,drunk-driving-slogans,,"If you drink and drive, you’re going to make someone cry"
anti-alcohol-slogans,drunk-driving-slogans,,Drunk driving is a killer disease.
slogans-for-a-cause,human-trafficking-slogans,,Human Trafficking Slogans helps spread awareness of this terrible crime. Be sure to vote for your favorite slogans below.
slogans-for-a-cause,human-trafficking-slogans,,"Stolen people, stolen dreams"
slogans-for-a-cause,human-trafficking-slogans,,Humans- not for sale
slogans-for-a-cause,human-trafficking-slogans,,"End the Misery, Stop Human Trafficking"
slogans-for-a-cause,human-trafficking-slogans,,"Accept whats done to their children, If you don’t mind it being done to yours – Children trafficking"
slogans-for-a-cause,human-trafficking-slogans,,Put the RIGHT back into Rights
slogans-for-a-cause,human-trafficking-slogans,,No-one Can Own Anyone
slogans-for-a-cause,human-trafficking-slogans,,"Human Trafficking, Society Cracking"
slogans-for-a-cause,human-trafficking-slogans,,People- promises for the future or property for the few?
slogans-for-a-cause,human-trafficking-slogans,,Taking someone away means taking away their dreams
slogans-for-a-cause,human-trafficking-slogans,,Human Trafficking is modern day slavery
slogans-for-a-cause,human-trafficking-slogans,,Contribution is Participation
slogans-for-a-cause,human-trafficking-slogans,,"Human Trafficking can lead to kidnapping, drugs, forced sex, death"
slogans-for-a-cause,human-trafficking-slogans,,Families Belong Together
advertising-slogans,store-slogans,convenience-store-slogans,For people on the Go – Wawa
advertising-slogans,store-slogans,convenience-store-slogans,gottahava Wawa – Wawa
advertising-slogans,store-slogans,convenience-store-slogans,Get Fresh. Go Fast – Quick Check
advertising-slogans,store-slogans,convenience-store-slogans,Oh thank heaven for 7-Eleven – 7-Eleven
advertising-slogans,store-slogans,convenience-store-slogans,It’s a store and more! – 7-Eleven
slogans-for-a-cause,occupy-wall-street-slogans,,"Occupy Wall Street Slogans are used in the Occupy Wall Street movement. This movement began on September 17, 2011 in NYC in Zuccotti Park. This movement protests inequality, corruption and other injustices in society. Be sure to vote for your favorite Occupy Wall Street Slogans."
slogans-for-a-cause,occupy-wall-street-slogans,,We are the 99%
slogans-for-a-cause,occupy-wall-street-slogans,,Do you feel it trickle down?
slogans-for-a-cause,occupy-wall-street-slogans,,"One person, one vote… NOT… One dollar, one vote!"
slogans-for-a-cause,occupy-wall-street-slogans,,"Land of the Fee, Home of the Slave"
slogans-for-a-cause,occupy-wall-street-slogans,,People over profits
slogans-for-a-cause,occupy-wall-street-slogans,,None are more hopelessly enslaved than those who falsely believe they are free. -Goethe
slogans-for-a-cause,occupy-wall-street-slogans,,Lost my job Found an Occupation
slogans-for-a-cause,occupy-wall-street-slogans,,Wall Street has the real weapons of mass destruction
slogans-for-a-cause,occupy-wall-street-slogans,,If only the war on Poverty was a Real War
slogans-for-a-cause,occupy-wall-street-slogans,,The People are too big to Fail
slogans-for-a-cause,occupy-wall-street-slogans,,Did you lose your home or Wall Street stole it from you?
slogans-for-a-cause,occupy-wall-street-slogans,,Stop the War on Workers
slogans-for-a-cause,occupy-wall-street-slogans,,"Not anti capital, just anti-Theft"
slogans-for-a-cause,occupy-wall-street-slogans,,Trickle Threat
slogans-for-a-cause,occupy-wall-street-slogans,,Wall Street is our Street
slogans-for-a-cause,occupy-wall-street-slogans,,Yes we Camp
slogans-for-a-cause,occupy-wall-street-slogans,,I drove 1768 miles to occupy Wall St
holiday-slogans,,,"Holiday slogans can help you get into the holiday mood regardless of whether that holiday is Christmas, Valentines, Halloween or other. If you are looking for slogans for a specific holiday, click on one of the holidays in the blue box below. Be sure to vote for your favorite holiday slogans."
holiday-slogans,,,"I see your face when I am dreaming.
That’s why I always wake up screaming."
holiday-slogans,,,"If you don’t believe, you won’t receive"
holiday-slogans,,,"My love, you take my breath away.
What have you stepped in to smell this way?"
holiday-slogans,,,"Love is an Art,
which comes from the Heart"
holiday-slogans,,,Jesus is the reason for the season!
holiday-slogans,,,"I loved you yesterday, I love you still,
I always have, and always WILL."
holiday-slogans,,,"The time is near, to give a big cheer, Happy New Year!"
holiday-slogans,,,"Santa, Santa, please stop here. Fill our Christmas with joy and cheer!"
holiday-slogans,,,"Meeting you was fate, becoming your friend was a choice, but falling in love with you was beyond my control."
holiday-slogans,,,"I thought that I could love no other
Until, that is, I met your brother."
holiday-slogans,,,"Love is like fire, whether it will warm your heart or burn your house down, you never know."
holiday-slogans,,,"To hold your hand feels so sweet, with you I always feel complete."
holiday-slogans,,,The spaces between your fingers were created so that another’s could fill them in.
holiday-slogans,,,Be Jolly and make good cheer for Christmas comes but once a year.
holiday-slogans,,,"Sitting next to you doing absolutely nothing, means absolutely everything to me"
holiday-slogans,,,Take my heart and lets never part
holiday-slogans,,,Come live in my heart and pay no rent.
holiday-slogans,,,"It feels like bliss, to get a hug and kiss, from you miss."
holiday-slogans,,,Trick or Treat! Give me something good to eat. Give me candy. Give me cake. Give me something sweet to take!
holiday-slogans,,,"Christmas comes but once a year, so straighten up because Santa is near!"
holiday-slogans,,,"Holiday slogans can help you get into the holiday mood regardless of whether that holiday is Christmas, Valentines, Halloween or other. If you are looking for slogans for a specific holiday, click on one of the holidays in the blue box below. Be sure to vote for your favorite holiday slogans."
holiday-slogans,,,Is it too late to be good?
holiday-slogans,,,I wanted to be a witch for Halloween but my mother in law wouldn’t loan me a dress
holiday-slogans,,,"People are so worried about what they eat between Christmas and the New Year, but they really should be worried about what they eat between the New Years and Christmas"
holiday-slogans,,,Christmas is the season of peace and goodwill until you go shopping and get the bill!
holiday-slogans,,,Don’t get your tinsel in a tangle!
holiday-slogans,,,"Christmas Gifts, Christmas Trees, Christmas is the time to please."
holiday-slogans,,,Gobble Gobble till you Wobble
holiday-slogans,,,"What happens under the Mistletoe, stays under the Mistletoe"
holiday-slogans,,,A New Year’s resolution is something that goes in one year and out the other.
holiday-slogans,,,"Watch your step. Watch where you go, you may end up under mistletoe!"
holiday-slogans,,,It will be Bliss when I get that New Years Kiss
holiday-slogans,,,"A hug is the perfect Christmas Gift, one size fits all and it is easily returned."
holiday-slogans,,,"Never worry about the size of your Christmas tree.  In the eyes of children, they are all 30 feet tall."
holiday-slogans,,,An optimist stays up until midnight to see the new year in.  A pessimist stays up to make sure the old year leaves.
holiday-slogans,,,The best of all gifts around any Christmas tree: the presence of a happy family all wrapped up in each other.
holiday-slogans,,,"Believe in Santa Clause, teddy bears and friends,and a magical joy that never ends"
holiday-slogans,,,Many people look forward to the new year for a new start on old habits.
holiday-slogans,,,"My lovely honey Valentine, You make me half insane,
but I still love you very much, my darling little pain."
holiday-slogans,,,Join us if you dare for a Halloween scare!
holiday-slogans,,,"On Halloween night, you’re sure to have a fright."
holiday-slogans,,,"Holiday slogans can help you get into the holiday mood regardless of whether that holiday is Christmas, Valentines, Halloween or other. If you are looking for slogans for a specific holiday, click on one of the holidays in the blue box below. Be sure to vote for your favorite holiday slogans."
holiday-slogans,,,"Santa’s flying in the skies:
Watch Out for the Reindeer Pies"
holiday-slogans,,,Lets gather near to celebrate the New Year
holiday-slogans,,,"Give Thanks, Give Cheer, Not only on Thanksgiving but all through the year."
holiday-slogans,,,New Years Resolution: Think Green
holiday-slogans,,,"Christmas waves a magic wand over this world, and behold, everything is softer and more beautiful."
holiday-slogans,,,It is Christmas in the heart that puts Christmas in the air.
holiday-slogans,,,He who has not Christmas in his heart will never find it under a tree.
holiday-slogans,,,Don’t make me call my flying monkeys!
holiday-slogans,,,"Halloween night is lots of fun but if you see a monster, run, run, run!"
holiday-slogans,,,Come Santa Clause and don’t delay. Hurry and come unto your sleigh.
holiday-slogans,,,Ghouls just wanna have fun
holiday-slogans,,,These days they say that Christmas is just for children. So be children and enjoy.
holiday-slogans,,,I survived 2010
holiday-slogans,,,"Witch Parking, all others will be toad"
holiday-slogans,,,"Thanksgiving Day
is a time to pray,
a time to come together
despite the weather
eat potatoes, peas and stew
while giving plenty of thank yous."
holiday-slogans,,,"Trick or Treat, smell my feet, give me something good to eat!"
holiday-slogans,,,Don’t hate me because I’m boo-tiful
holiday-slogans,,,"Christmas gifts Christmas trees
Christmas is the time to please"
holiday-slogans,,,"If I had but one wish to come true, it would be to spend Valentines with you"
holiday-slogans,,,"You are so Fine, Please be Mine, This Valentine."
holiday-slogans,,,"Holiday slogans can help you get into the holiday mood regardless of whether that holiday is Christmas, Valentines, Halloween or other. If you are looking for slogans for a specific holiday, click on one of the holidays in the blue box below. Be sure to vote for your favorite holiday slogans."
holiday-slogans,,,Time for a coffin break
holiday-slogans,,,I’m too cute to spook.
holiday-slogans,,,"For all the blessings in my life, I will celebrate with a fork and knife."
holiday-slogans,,,"May love come your way, this Valentine’s day."
holiday-slogans,,,I’m scarey enough without a costume
holiday-slogans,,,Cakes and Candy can’t compare to the sweetness of your love.
holiday-slogans,,,Happy Haunting!
holiday-slogans,,,"Trick or Treat, be so sweet, give me something good to eat!"
holiday-slogans,,,"Lets dance and Dine, this Valentine"
holiday-slogans,,,I was so scared I BOOed in my pants
holiday-slogans,,,Trust me I’m a Zombie
holiday-slogans,,,Nobody diets on Thanksgiving
holiday-slogans,,,"All I really need is love, but a little chocolate now and then doesn’t hurt!"
holiday-slogans,,,"When you love someone, all your saved-up wishes start coming out."
holiday-slogans,,,Fang-tastic!
holiday-slogans,,,Got Treats?
holiday-slogans,,,Never summon anything you can’t banish
holiday-slogans,,,Everyday with you is like Valentines Day
holiday-slogans,,,"For us to be together I pray, for this Valentines Day."
holiday-slogans,,,gHOSTESS with the Mostest
holiday-slogans,,,"Holiday slogans can help you get into the holiday mood regardless of whether that holiday is Christmas, Valentines, Halloween or other. If you are looking for slogans for a specific holiday, click on one of the holidays in the blue box below. Be sure to vote for your favorite holiday slogans."
